1.00 8.00 66 2018-10-23-20:33:21
f5:93:4c:a6:d9:16 -71 b | -71 -71
e5:a2:a5:b0:d4:ad -83 b | -83 -80
ac:23:3f:20:8d:36 -81 b | -81 -73 -73
ac:23:3f:20:8d:35 -77 b | -77 -69
ac:23:3f:20:8d:2f -59 b | -59 -65
ac:23:3f:20:8d:3a -75 b | -75 -75 -72
ac:23:3f:20:8d:33 -74 b | -74
ac:23:3f:20:8d:30 -69 b | -69 -73
ac:23:3f:20:8d:38 -76 b | -76
34:fc:b9:7a:cb:a3 -51 w | -51 -52 -52 -53
40:e3:d6:5d:9c:64 -70 w | -70 -70 -71 -71
40:e3:d6:5d:54:e5 -69 w | -69 -76 -76 -75
40:e3:d6:5d:9c:60 -71 w | -71 -70 -70 -70
34:fc:b9:7a:cb:a4 -51 w | -51 -49 -48 -49
40:e3:d6:5d:c8:85 -38 w | -38 -45 -45 -46
40:e3:d6:5d:54:e1 -80 w | -80 -78 -78 -77
40:e3:d6:5e:d3:44 -64 w | -64 -74 -75 -74
40:e3:d6:5d:9c:61 -64 w | -64 -71 -70 -70
40:e3:d6:5d:ed:44 -78 w | -78 -78
40:e3:d6:5d:54:e0 -80 w | -80 -77 -79 -77
40:e3:d6:5d:c8:84 -37 w | -37 -50 -49 -50
40:e3:d6:5e:d3:40 -64 w | -64 -75 -74 -74
40:e3:d6:5d:ed:40 -78 w | -78 -78
40:e3:d6:5d:ed:42 -77 w | -77 -77
84:d4:7e:73:d7:04 -77 w | -77 -77 -77
84:d4:7e:73:d7:01 -77 w | -77 -77 -77
40:e3:d6:5d:c8:80 -38 w | -38 -49 -49 -50
40:e3:d6:5d:ed:41 -78 w | -78 -78
40:e3:d6:5d:c5:e1 -83 w | -83 -83 -82
40:e3:d6:5d:9c:62 -71 w | -71 -71 -70 -70
34:fc:b9:7a:cb:a1 -51 w | -51 -53 -51 -54
40:e3:d6:5d:c5:e5 -83 w | -83 -83 -84 -83
40:e3:d6:5d:c8:82 -37 w | -37 -50 -49 -50
84:d4:7e:73:d7:00 -77 w | -77 -77 -77
b0:6e:bf:3b:ab:80 -30 w | -30 -32 -33 -31
40:e3:d6:5d:c5:e2 -83 w | -83 -82 -82
40:e3:d6:5d:54:e2 -80 w | -80 -77 -78 -75
40:e3:d6:5e:d3:45 -66 w | -66 -74 -74 -74
40:e3:d6:5d:9c:65 -75 w | -75 -74 -74 -74
40:e3:d6:5d:80:05 -89 w | -89 -86 -89 -86
34:fc:b9:7a:cb:a2 -51 w | -51 -52 -51 -53
84:d4:7e:73:d7:05 -75 w | -75 -75
3c:52:82:a8:98:ae -72 w | -72 -89
84:d4:7e:73:d7:02 -76 w | -76 -77 -77
34:fc:b9:7a:cb:a0 -51 w | -51 -52 -51 -54
40:e3:d6:5d:54:e4 -79 w | -79 -77 -77 -77
40:e3:d6:5d:c8:81 -37 w | -37 -49 -49 -50
40:e3:d6:5d:c5:e4 -82 w | -82 -82 -82
40:e3:d6:5d:ed:45 -75 w | -75 -75 -76 -76
40:e3:d6:5e:d3:42 -64 w | -64 -75 -75 -74
40:e3:d6:5d:c5:e0 -83 w | -83 -83 -82
40:e3:d6:5e:d3:41 -64 w | -64 -75 -74 -75
40:e3:d6:5d:80:04 -88 w | -88 -88

2.20 6.80 67 2018-10-23-20:34:59
f5:93:4c:a6:d9:16 -81 b | -81 -76 -77
cf:20:a9:08:f3:ed -86 b | -86 -86 -86
ac:23:3f:20:9c:ac -64 b | -64 -63
c1:00:91:00:01:2d -79 b | -79 -74
c1:00:91:00:01:2f -73 b | -73 -70
c5:58:c1:21:15:fe -98 b | -98 -92
ac:23:3f:20:8d:34 -77 b | -77 -77
ac:23:3f:20:8d:3b -70 b | -70
ac:23:3f:20:94:cc -79 b | -79 -77
ac:23:3f:20:8d:39 -61 b | -61 -59 -59
ac:23:3f:20:8d:32 -74 b | -74 -65
ac:23:3f:20:94:cd -75 b | -75 -86
ac:23:3f:20:9c:ae -67 b | -67 -62
ac:23:3f:20:8d:37 -68 b | -68 -81 -66
e5:a2:a5:b0:d4:ad -83 b | -83 -81 -77 -77
ac:23:3f:20:8d:36 -81 b | -81 -76 -73
ac:23:3f:20:8d:2f -77 b | -77 -59
ac:23:3f:20:8d:35 -73 b | -73 -81
ac:23:3f:20:8d:3a -79 b | -79 -74
ac:23:3f:20:8d:33 -82 b | -82 -82
ac:23:3f:20:8d:30 -64 b | -64 -70
ac:23:3f:20:8d:38 -83 b | -83 -83
34:fc:b9:7a:cb:a3 -52 w | -52 -49 -49 -49
40:e3:d6:5d:9c:64 -66 w | -66 -66 -67 -67
40:e3:d6:5d:54:e5 -73 w | -73 -71 -71 -71
40:e3:d6:5d:9c:60 -67 w | -67 -67 -68 -68
74:da:38:67:6e:16 -89 w | -89 -91 -91 -92
34:fc:b9:7a:cb:a4 -50 w | -50 -50 -50 -49
40:e3:d6:5d:c8:85 -46 w | -46 -49 -49 -49
40:e3:d6:5d:54:e1 -76 w | -76 -72 -73 -72
40:e3:d6:5e:d3:44 -75 w | -75 -75 -74
40:e3:d6:5d:9c:61 -66 w | -66 -66 -67 -67
40:e3:d6:5d:ed:44 -74 w | -74 -75 -75 -75
40:e3:d6:5d:54:e0 -76 w | -76 -73 -73 -73
40:e3:d6:5d:c8:84 -45 w | -45 -50 -50 -49
40:e3:d6:5e:d3:40 -74 w | -74 -74
40:e3:d6:5d:ed:40 -75 w | -75 -75 -76 -76
40:e3:d6:5d:ed:42 -75 w | -75 -75 -75 -75
84:d4:7e:73:d7:04 -77 w | -77 -79 -79 -79
84:d4:7e:73:d7:01 -78 w | -78 -80 -80 -80
40:e3:d6:5d:c8:80 -46 w | -46 -51 -50 -49
40:e3:d6:5d:ed:41 -75 w | -75 -75 -75 -75
40:e3:d6:5d:c5:e1 -81 w | -81 -82 -82 -84
40:e3:d6:5d:9c:62 -66 w | -66 -66 -68 -68
34:fc:b9:7a:cb:a1 -53 w | -53 -49 -49 -49
ac:84:c6:94:df:de -88 w | -88 -90 -89
40:e3:d6:5d:c5:e5 -80 w | -80 -80 -80 -80
40:e3:d6:5d:c8:82 -46 w | -46 -50 -50 -49
84:d4:7e:73:d7:00 -77 w | -77 -80 -80 -80
b0:6e:bf:3b:ab:80 -31 w | -31 -33 -32 -32
40:e3:d6:5d:c5:e2 -81 w | -81 -82 -82 -83
40:e3:d6:5d:54:e2 -76 w | -76 -73 -73 -73
40:e3:d6:5e:d3:45 -76 w | -76 -76 -76
40:e3:d6:5d:9c:65 -64 w | -64 -64 -69 -69
40:e3:d6:5d:80:05 -87 w | -87 -89 -89 -89
34:fc:b9:7a:cb:a2 -53 w | -53 -49 -49 -49
84:d4:7e:73:d7:05 -75 w | -75 -82 -82 -82
3c:52:82:a8:98:ae -77 w | -77 -77
84:d4:7e:73:d7:02 -78 w | -78 -80 -80 -80
34:fc:b9:7a:cb:a0 -53 w | -53 -50 -49 -49
40:e3:d6:5d:54:e4 -76 w | -76 -72 -73 -73
40:e3:d6:5d:c8:81 -46 w | -46 -51 -50 -49
40:e3:d6:5d:c5:e4 -81 w | -81 -82 -82 -84
40:e3:d6:5e:d3:42 -75 w | -75 -75 -75
40:e3:d6:5d:ed:45 -73 w | -73 -75 -73 -73
40:e3:d6:5d:c5:e0 -81 w | -81 -83 -83 -83
40:e3:d6:5e:d3:41 -76 w | -76 -74 -74

1.00 6.80 69 2018-10-23-20:35:10
f5:93:4c:a6:d9:16 -74 b | -74 -68
cf:20:a9:08:f3:ed -98 b | -98 -94 -83
ac:23:3f:20:9c:ac -65 b | -65 -71
c1:00:91:00:01:2d -69 b | -69
c1:00:91:00:01:2f -74 b | -74
c5:58:c1:21:15:fe -93 b | -93 -89 -89 -88
ac:23:3f:20:8d:34 -86 b | -86 -70
ac:23:3f:20:8d:3b -68 b | -68 -65
ac:23:3f:20:94:cc -70 b | -70
ac:23:3f:20:8d:39 -61 b | -61
ac:23:3f:20:8d:32 -72 b | -72 -73 -69
ac:23:3f:20:94:cd -78 b | -78 -77
ac:23:3f:20:9c:ae -66 b | -66 -73
ac:23:3f:20:8d:37 -67 b | -67 -65 -63
ac:23:3f:20:8d:36 -74 b | -74 -73
e5:a2:a5:b0:d4:ad -72 b | -72 -75
ac:23:3f:20:8d:2f -62 b | -62 -65
ac:23:3f:20:8d:35 -73 b | -73 -74 -74
ac:23:3f:20:8d:3a -78 b | -78 -77
ac:23:3f:20:8d:30 -70 b | -70
ac:23:3f:20:8d:33 -77 b | -77 -94
ac:23:3f:20:8d:38 -81 b | -81 -70
34:fc:b9:7a:cb:a3 -51 w | -51 -51 -50 -51
40:e3:d6:5d:9c:64 -71 w | -71 -74 -72 -72
40:e3:d6:5d:54:e5 -70 w | -70 -70 -70 -70
40:e3:d6:5d:9c:60 -71 w | -71 -71 -72 -72
74:da:38:67:6e:16 -89 w | -89 -89 -89 -89
34:fc:b9:7a:cb:a4 -49 w | -49 -49 -49 -49
40:e3:d6:5d:c8:85 -52 w | -52 -51 -51 -52
40:e3:d6:5d:54:e1 -74 w | -74 -72 -72 -72
40:e3:d6:5e:d3:44 -75 w | -75 -75 -76
40:e3:d6:5d:9c:61 -71 w | -71 -75 -71 -71
40:e3:d6:5d:ed:44 -78 w | -78 -78 -78 -78
40:e3:d6:5d:54:e0 -74 w | -74 -73 -73 -72
40:e3:d6:5d:c8:84 -49 w | -49 -49 -49 -49
40:e3:d6:5e:d3:40 -76 w | -76
40:e3:d6:5d:80:01 -86 w | -86 -86 -86
40:e3:d6:5d:ed:40 -77 w | -77 -77 -77 -77
40:e3:d6:5d:ed:42 -78 w | -78 -78 -78 -78
84:d4:7e:73:d7:04 -82 w | -82 -82 -82 -82
84:d4:7e:73:d7:01 -78 w | -78 -78 -78
40:e3:d6:5d:c8:80 -49 w | -49 -49 -49 -50
40:e3:d6:5d:c5:e1 -82 w | -82 -82 -82 -81
40:e3:d6:5d:9c:62 -71 w | -71 -74 -71 -71
34:fc:b9:7a:cb:a1 -51 w | -51 -50 -51 -50
ac:84:c6:94:df:de -89 w | -89 -85 -85 -85
40:e3:d6:5d:c5:e5 -81 w | -81 -81 -82 -82
40:e3:d6:5d:c8:82 -49 w | -49 -49 -48 -49
84:d4:7e:73:d7:00 -83 w | -83 -83 -83 -83
b0:6e:bf:3b:ab:80 -35 w | -35 -28 -28 -29
40:e3:d6:5d:c5:e2 -82 w | -82 -82 -80 -81
40:e3:d6:5d:54:e2 -75 w | -75 -73 -73 -72
40:e3:d6:5e:d3:45 -75 w | -75 -75 -75 -77
40:e3:d6:5d:9c:65 -74 w | -74 -73 -74 -74
40:e3:d6:5d:80:05 -83 w | -83 -84 -83 -83
34:fc:b9:7a:cb:a2 -51 w | -51 -50 -51 -51
3c:52:82:a8:98:ae -77 w | -77 -77 -77 -77
84:d4:7e:73:d7:05 -79 w | -79 -79 -79 -79
84:d4:7e:73:d7:02 -78 w | -78 -78 -82 -82
34:fc:b9:7a:cb:a0 -51 w | -51 -51 -51 -50
40:e3:d6:5d:54:e4 -74 w | -74 -73 -73 -72
40:e3:d6:5d:c8:81 -49 w | -49 -49 -49 -49
40:e3:d6:5d:80:02 -86 w | -86 -86
40:e3:d6:5d:c5:e4 -81 w | -81 -81 -81 -80
40:e3:d6:5e:d3:42 -75 w | -75 -75 -76
40:e3:d6:5d:ed:45 -74 w | -74 -74 -74 -74
40:e3:d6:5d:c5:e0 -82 w | -82 -82 -81 -81
40:e3:d6:5e:d3:41 -76 w | -76
40:e3:d6:5d:80:04 -86 w | -86 -86

